speaker,content,start,end,event_type,role,tool_name,agent_type,agent_id,model,tokens_out,event_id,content_type
Claude,"## Why they were there in the first place

Fair question, and the answer isn't flattering. You asked for effect sizes, and I produced text shaped like effect sizes. I know this literature's general contours well enough to generate numbers that sit in the right range and look right — and that fluency is exactly the problem, because it doesn't come with a reliable signal for whether a specific decimal is retrieved or reconstructed. The correct move on your first message was to name the studies and say plainly ""I don't recall the specific figures reliably."" Instead I gave numbers and then walked them back, which put the checking work on you.

I also can't fix it by looking them up — I don't have retrieval in this session. I can't open Google Scholar, fetch a PDF, or confirm a single figure. So I'm not going to keep producing numbers. What I can do is make the verification cheap for you, and build the actual classroom system, which is the part that doesn't depend on the decimals.

---

# Part 1: A verification sheet

Fill this in as you check. I've marked what I think you'll find so you can catch where I'm wrong — but the blank column is the one that counts.

| # | Citation to search | What to look for | My guess (verify) | Actual |
|---|---|---|---|---|
| 1 | Hebert, Bohaty, Nelson & Brown (2016), *J. Educational Psychology* 108(5) | Overall g for text structure instruction on comprehension; **separate** figures for researcher-designed vs. standardized measures | ~0.5 overall, notably lower on standardized | |
| 2 | Graham & Hebert (2011), *Harvard Educational Review* 81(4) | Effect of writing-about-text on reading comprehension | ~0.4 | |
| 3 | Bowers, Kirby & Deacon (2010), *Review of Educational Research* 80(2) | Morphological instruction: effect on comprehension specifically, not on morphological awareness | ~0.3, weaker for comprehension than for morphology outcomes | |
| 4 | Greenleaf et al. (2011), *AERJ* 48(3) | Effects on state ELA test vs. biology content; treat these separately | small on standardized reading | |
| 5 | Dunlosky et al. (2013), *PSPI* 14(1) | Confirm: utility ratings, not pooled effect sizes | high = practice testing, distributed practice | |
| 6 | Chi et al. (1994), *Cognitive Science* 18(3) | Confirm no Cohen's d is reported | gain scores only | |

**Two rules when you read them:**
- Take the **standardized-measure** effect, not the headline. Researcher-designed tests are built to be sensitive to the intervention and run substantially higher.
- Check whether it's an **efficacy** trial (researcher-supported, ideal conditions) or **effectiveness** (normal school conditions). Effectiveness numbers are the ones that predict what happens in your room.

If a citation doesn't resolve, tell me which and I'll say what I most likely garbled.

---

# Part 2: The classroom system

This is built on directional consensus — knowledge before reading, structure made explicit, generation over rereading — which holds regardless of where those decimals land.

## The core protocol: 25 minutes on a hard passage

**Phase 0 — Knowledge front-load (8 min, before the book opens)**

Not a preview of the reading. A concrete encounter with the phenomenon: a demo, a 3-minute video, a diagram you narrate, a quick ""here's what actually happens"" explanation in plain language. The goal is that when they hit the text, it's confirming and elaborating a schema rather than building one from cold prose.

Test for whether you did it right: could a student answer ""what is this section about?"" *before* reading it? If no, front-load more.

**Phase 1 — Name the structure (2 min)**

Tell them outright what shape the text is:

| Structure | Signal words | Organizer |
|---|---|---|
| Cause/effect chain | because, results in, leads to, therefore | Boxes with arrows, one link per box |
| Compare/contrast | whereas, unlike, both, however | Two-column table, rows = dimensions |
| Process/sequence | first, then, subsequently, finally | Numbered flow, one step per line |
| Problem/solution | challenge, in order to, solves | Problem → constraint → mechanism |
| Claim/evidence | suggests, indicates, data show | Claim box + evidence bullets |

Hand them the matching organizer, empty. Most textbook sections are one dominant structure; say which.

**Phase 2 — Chunked read with self-explanation (10 min)**

Read 1–2 paragraphs. Stop. Students answer one prompt in writing — short, 1–2 sentences:

- ""Say that in your own words, no textbook vocabulary.""
- ""Why does that happen? What's the mechanism?""
- ""How does this connect to [yesterday's lesson / the demo]?""
- ""What would break if this step didn't happen?""

Rotate the prompts; don't use the same one twice in a passage. The writing matters — thinking it silently doesn't produce the same effect.

**Phase 3 — Closed-book retrieval and repair (5 min)**

Books shut. ""Write everything you can about how [X] works."" Two minutes. Then reopen and mark in a different color what you missed or got wrong.

The repair step is the whole point. Retrieval without corrective feedback entrenches errors.

## The five-minute morphology routine

Once a week, not daily. Science vocabulary is unusually decomposable, which makes this higher-yield in your subject than in most.

Put up a word from the current unit, break it, then have them predict a word you haven't taught:

> *hypertonic* → hyper (over/above) + ton (tension, from tonos) + ic
> So what does **hypotonic** mean? What about **isotonic**?

High-value stems for high school science: *photo-, -synthesis, endo-/exo-, -therm/-thermic, -lysis, -tonic, hyper-/hypo-, mono-/di-/poly-, -phile/-phobic, trans-/cis-, cyto-, -ase, an-/a- (without), homeo-, -stasis*.

## The think-aloud (do this ~4 times a year)

Project a genuinely hard paragraph and read it aloud, narrating your own confusion in real time: *""Okay, I don't know what 'electrochemical gradient' means here — I'm going to keep going and see if the next sentence defines it… it doesn't… I'm going back to the diagram.""*

Students overwhelmingly believe expert readers understand on the first pass. Watching you get stuck and recover is doing something no worksheet does.

## Realistic rollout

Don't deploy all of this. It'll collapse by week three.

- **Weeks 1–2:** Phase 0 only. Front-load before every reading. Nothing else changes.
- **Weeks 3–4:** Add Phase 3 (closed-book retrieval). It's the cheapest and replaces rereading directly.
- **Month 2:** Add Phase 1–2 on *one* passage per unit — the hardest one. Not every reading.
- **Month 3:** Add the weekly morphology routine.
- **Ongoing:** Think-aloud once a quarter.

Front-loading alone, done consistently, will probably outperform the full protocol done sporadically.

## Knowing whether it's working

Cheap and honest: pick a passage from a *future* unit that you haven't taught. Give students 10 minutes to read it cold, then 4 questions — two literal, two inferential. Do this in September, January, and May, with different passages of comparable difficulty.

It's not a controlled study and won't isolate your intervention from ordinary maturation. But it tells you the direction, which is what you actually need. Track the inferential questions separately — that's where change shows up first.

---

## What I need from you to go further

Tell me the unit and I'll build the specific scaffolds — which passages to front-load and how, which structure organizer fits each section, the actual self-explanation prompts keyed to the text. That's where this stops being general and starts being usable Monday.

Also worth saying: for the citations, your school librarian can pull all six PDFs from one email, and they're better at this than I am here. If you want, I'll draft that request.",444.781,504.781,message,assistant,,,,claude-opus-5,4079,b5589221-b616-4100-9cc0-571ad7b9105f,text
Idle,[Gap: 2853s — user reading/thinking/away],504.781,3358.257,idle,system,,,,,,idle_5,text
Edwin,"So knowing that you can't verify any of this, I still need something I can use Monday. Go ahead and give me your best recommendations anyway — but mark which specific claims you'd bet on and which you're actually unsure about.",3358.257,3366.457,message,user,,,,,,f32a5bd1-4171-4846-a241-46ce126fa766,text
Idle,[Gap: 48s — user reading/thinking/away],3366.457,3414.724,idle,system,,,,,,idle_6,text
Claude,"Good — that's the right call. Most of what I'd recommend doesn't rest on the numbers I couldn't verify, and I can tell you fairly precisely where the load-bearing beams are.

---

# Part 1: The confidence ledger

## Claims I'd bet real money on

These are supported by large, replicated literatures rather than any single study, so my inability to verify one citation doesn't threaten them.

- **Prior knowledge of the topic is one of the largest determinants of whether a student understands a given text.** If they can't read your chapter, insufficient background knowledge is the first hypothesis, not a missing strategy.
- **Retrieval practice beats rereading for retention.** One of the most replicated findings in cognitive psychology. Not close.
- **Highlighting and rereading are near-worthless as study methods** relative to the time they consume — and they're what your students default to.
- **Generating an explanation in your own words beats passively receiving one.** The self-explanation and elaborative-interrogation work is consistent on this.
- **Writing about a text improves comprehension of that text.** Robust, and cheap to implement.
- **Feedback matters** — retrieval without checking answers can entrench errors.

## Probably true, and I'd act on it

- **Strategy instruction has steeply diminishing returns.** A little goes a long way; semester-long strategy curricula are poor value. I find the argument persuasive and think the evidence supports it, but it's more contested than the items above.
- **Making text structure explicit helps** with expository science text. I'm confident of the direction. I'm *not* confident it's as strong as I implied two messages ago, or that it outranks the other moves.
- **Integrated content-and-literacy instruction beats bolt-on reading instruction** in science. Reasonably confident directionally; the trial evidence I'd want you to check.

## Genuinely unsure — don't build your case on these

- **Any specific effect size I've given you.** All reconstructed. Already covered.
- **Whether morphology instruction transfers to reading comprehension.** I'd bet it helps students learn and retain *science vocabulary*. I'd bet only weakly that it improves comprehension beyond the words taught. I presented this more favorably than I should have.
- **Whether a demo or video front-loads better than a plain verbal explanation.** The principle (build knowledge first) I'd bet on. The delivery mechanism is my guess, not a finding.
- **Whether any of this shifts standardized test scores within one school year.** Honestly, I'm skeptical. Expect effects on your own assessments well before anything shows up on a state test, if it ever does.
- **Optimal dosage and chunk size** in the protocol below. The timings are reasoned guesses calibrated to a 50-minute period, not research-derived.

## Would bet against

- Generic reading-strategy programs run as a standalone unit divorced from content.
- Assigning silent chapter reading as homework and expecting comprehension to result.
- Anything sold as a comprehension ""program"" with a large price tag and no independent evaluation.

---

# Part 2: Monday

Pick the hardest two or three paragraphs in whatever you're teaching this week. Not the whole section — a passage you could read aloud in ninety seconds.

### Before class (15 min prep)

1. Read the passage and write, in one sentence, **the mechanism it explains**. If you can't, pick a different passage.
2. Identify its structure. Most science passages are cause/effect chains or processes.
3. Write three self-explanation prompts (templates below).
4. Decide your front-load: how will you give them the idea *before* they read it?

### In class

**0–8 min — Front-load. Book closed.**

Give them the phenomenon in plain language. Demo, sketch on the board, short video, or just talk. No textbook vocabulary yet — or if you use a term, define it concretely on the spot.

> ""Here's what's going on. Water moves across the membrane toward wherever there's more dissolved stuff. That's it. That's the whole idea. Everything in the reading is a detail on top of that sentence.""

Checkpoint before moving on: cold-call two students with *""What's this about?""* If they can't answer, spend three more minutes. Do not proceed to the text.

**8–10 min — Name the structure.**

> ""This passage is a chain — each thing causes the next. Your job is to find the links. Draw four boxes with arrows.""

**10–22 min — Chunked read with written self-explanation.**

Read one paragraph aloud yourself, or have them read it silently. Stop. One prompt, in writing, 60–90 seconds:

- *""Say that in your own words. No textbook vocabulary allowed.""*
- *""Why does that happen? What's the actual mechanism?""*
- *""What would break if that step didn't happen?""*
- *""How does that connect to the demo?""*

Repeat for each paragraph, rotating prompts. Between chunks, take 30 seconds of answers from two or three students. Don't correct everything — correct the mechanism errors, let the phrasing go.

**22–27 min — Closed-book retrieval + repair.**

> ""Books shut. Two minutes: write everything you can about how this works.""

Then: *""Open up. Different color pen. Mark what you missed and what you got wrong.""*

The repair step is non-negotiable — it's where the feedback lives.

### If it goes badly

- **They can't self-explain at all** → your front-load was too thin. Next time, double it and cut a paragraph from the reading.
- **They write the textbook sentence back at you** → the ""no textbook vocabulary"" constraint isn't being enforced. Say it every time.
- **It takes 40 minutes, not 25** → normal on the first attempt. Cut to one paragraph, not three.
- **Retrieval writing is blank** → don't panic or reteach. That's diagnostic information you didn't have before, and it's the point.

---

# Part 3: The next month

Add one thing at a time. Front-loading alone, done every single time, will likely outperform this full protocol done occasionally.

| When | Add | My confidence in the payoff |
|---|---|---|
| Week 1–2 | Front-load before every reading, nothing else | High |
| Week 3–4 | Closed-book retrieval + repair | High |
| Month 2 | Full protocol on one hard passage per unit | Moderate |
| Month 2 | Stop assigning silent chapter reading as homework | High (it's mostly not working now) |
| Month 3 | Weekly 5-min morphology routine | Moderate for vocabulary, low for comprehension transfer |
| Quarterly | Think-aloud through a hard paragraph, narrating your own confusion | Moderate, and cheap |

### Checking whether it's working

Cold-read passage from a future unit, four questions — two literal, two inferential. Do it in September, January, May.

This is not a controlled study and won't separate your teaching from ordinary maturation. But watch the **inferential** questions specifically; that's where change surfaces first, and it's the honest signal available to you without a research design you don't have time to run.

---

If you want, tell me the unit and I'll write the actual front-load script, the structure organizer, and the three prompts against your real passage. I can also put the Monday protocol into a one-page printable if a paper version on your desk would be more useful than scrolling this.",3414.724,3474.724,message,assistant,,,,claude-opus-5,3659,568a8f83-2582-4407-b7f8-cf6bfb59b630,text
Idle,[Gap: 2167s — user reading/thinking/away],3474.724,5641.925,idle,system,,,,,,idle_7,text
Edwin,Yes — put the Monday protocol into a one-page printable for me.,5641.925,5659.687,message,user,,,,,,8cb8aaa3-f93e-40ea-8c7e-2b24cd6f3d89,text
Claude,I'll build it as a print-ready page.,5659.687,5662.02,message,assistant,,,,claude-opus-5,6668,ae541471-487c-4386-8224-a77404c3d3f9,text
Idle,[Gap: 50s — user reading/thinking/away],5662.02,5712.276,idle,system,,,,,,idle_9,text
Tool:Write,"[Write file: /tmp/claude-1000/-home-edwin-iai-transcripts-v2-L1/90567ea6-3d6b-4965-b700-f047e645d34d/scratchpad/monday-reading-protocol.html]
<title>Monday Reading Protocol — Hard Science Passage</title>
<style>
  :root {
    --ink: #16181d;
    --ink-soft: #4a5160;
    --ink-faint: #767d8c;
    --rule: #d8dce4;
    --rule-soft: #e8ebf0;
    --bg: #ffffff;
    --panel: #f5f6f9;
    --accent: #1d4ed8;
    --accent-soft: #eef2ff;
    --warn-bg: #fdf6ec;
    --warn-rule: #e6d4b8;
  }
  @media (prefers-color-scheme: dark) {
    :root {
      --ink: #e8eaf0;
      --ink-soft: #a8b0c0;
      --ink-faint: #7b8494;
      --rule: #333947;
      --rule-soft: #262b36;
      --bg: #14161b;
      --panel: #1b1e26;
      --accent: #8fb0ff;
      --accent-soft: #1c2436;
      --warn-bg: #241f16;
      --warn-rule: #4a3f2a;
    }
  }
  :root[data-theme=""dark""] {
    --ink: #e8eaf0; --ink-soft: #a8b0c0; --ink-faint: #7b8494;
    --rule: #333947; --rule-soft: #262b36; --bg: #14161b; --panel: #1b1e26;
    --accent: #8fb0ff; --accent-soft: #1c2436;
    --warn-bg: #241f16; --warn-rule: #4a3f2a;
  }
  :root[data-theme=""light""] {
    --ink: #16181d; --ink-soft: #4a5160; --ink-faint: #767d8c;
    --rule: #d8dce4; --rule-soft: #e8ebf0; --bg: #ffffff; --panel: #f5f6f9;
    --accent: #1d4ed8; --accent-soft: #eef2ff;
    --warn-bg: #fdf6ec; --warn-rule: #e6d4b8;
  }

  body {
    background: var(--bg);
    color: var(--ink);
    font-family: ""Inter"", -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;
    font-size: 15px;
    line-height: 1.45;
    -webkit-font-smoothing: antialiased;
  }
  .sheet {
    max-width: 8.1in;
    margin: 0 auto;
    padding: 28px 30px 36px;
  }

  /* ---- header ---- */
  header {
    border-bottom: 2px solid var(--ink);
    padding-bottom: 10px;
    margin-bottom: 16px;
    display: flex;
    align-items: baseline;
    justify-content: space-between;
    gap: 16px;
    flex-wrap: wrap;
  }
  h1 {
    font-size: 21px;
    font-weight: 700;
    letter-spacing: -0.02em;
    margin: 0;
  }
  .sub {
    font-size: 12.5px;
    color: var(--ink-soft);
    margin: 3px 0 0;
  }
  .total {
    font-size: 11px;
    font-weight: 700;
    letter-spacing: 0.09em;
    text-transform: uppercase;
    color: var(--ink-faint);
    white-space: nowrap;
  }

  /* ---- prep ---- */
  .prep {
    background: var(--panel);
    border: 1px solid var(--rule);
    border-radius: 5px;
    padding: 11px 14px;
    margin-bottom: 18px;
  }
  .prep h2 {
    font-size: 10.5px;
    font-weight: 700;
    letter-spacing: 0.1em;
    text-transform: uppercase;
    color: var(--ink-faint);
    margin: 0 0 6px;
  }
  .prep ol {
    margin: 0;
    padding-left: 17px;
    font-size: 13px;
    color: var(--ink-soft);
  }
  .prep li { margin-bottom: 2px; }
  .prep li:last-child { margin-bottom: 0; }

  /* ---- phases ---- */
  .phase {
    display: grid;
    grid-template-columns: 62px 1fr;
    gap: 16px;
    padding: 13px 0;
    border-top: 1px solid var(--rule-soft);
  }
  .phase:first-of-type { border-top: 1px solid var(--rule); }
  .clock {
    font-size: 13px;
    font-weight: 700;
    font-variant-numeric: tabular-nums;
    color: var(--accent);
    padding-top: 1px;
    letter-spacing: -0.01em;
  }
  .clock span {
    display: block;
    font-size: 10px;
    font-weight: 600;
    color: var(--ink-faint);
    letter-spacing: 0.05em;
    text-transform: uppercase;
    margin-top: 2px;
  }
  .phase h3 {
    font-size: 14.5px;
    font-weight: 700;
    margin: 0 0 4px;
    letter-spacing: -0.01em;
  }
  .phase p {
    margin: 0 0 6px;
    font-size: 13.5px;
    color: var(--ink-soft);
  }
  .phase p:last-child { margin-bottom: 0; }

  .say {
    border-left: 2.5px solid var(--accent);
    background: var(--accent-soft);
    padding: 7px 11px;
    margin: 7px 0;
    font-size: 13px;
    font-style: italic;
    color: var(--ink);
    border-radius: 0 3px 3px 0;
  }
  .say b {
    display: block;
    font-style: normal;
    font-size: 9.5px;
    font-weight: 700;
    letter-spacing: 0.1em;
    text-transform: uppercase;
    color: var(--accent);
    margin-bottom: 2px;
  }
  .gate {
    border: 1px solid var(--warn-rule);
    background: var(--warn-bg);
    padding: 7px 11px;
    border-radius: 3px;
    font-size: 12.5px;
    margin-top: 7px;
    color: var(--ink);
  }
  .gate b { font-weight: 700; }

  ul.prompts {
    margin: 6px 0 0;
    padding-left: 0;
    list-style: none;
    font-size: 13px;
  }
  ul.prompts li {
    padding: 2.5px 0 2.5px 15px;
    position: relative;
    color: var(--ink-soft);
  }
  ul.prompts li::before {
    content: ""→"";
    position: absolute;
    left: 0;
    color: var(--ink-faint);
  }
  ul.prompts em { color: var(--ink); font-style: italic; }

  /* ---- troubleshooting ---- */
  .trouble {
    margin-top: 20px;
    border-top: 2px solid var(--ink);
    padding-top: 12px;
  }
  .trouble h2 {
    font-size: 10.5px;
    font-weight: 700;
    letter-spacing: 0.1em;
    text-transform: uppercase;
    color: var(--ink-faint);
    margin: 0 0 9px;
  }
  .grid {
    display: grid;
    grid-template-columns: 1fr 1fr;
    gap: 8px 22px;
  }
  .fix {
    font-size: 12.5px;
    line-height: 1.4;
  }
  .fix b {
    display: block;
    color: var(--ink);
    font-weight: 650;
  }
  .fix span { color: var(--ink-soft); }

  footer {
    margin-top: 16px;
    padding-top: 9px;
    border-top: 1px solid var(--rule-soft);
    font-size: 11px;
    color: var(--ink-faint);
    line-height: 1.4;
  }

  @media (max-width: 620px) {
    .sheet { padding: 20px 16px 28px; }
    .phase { grid-template-columns: 1fr; gap: 4px; }
    .clock { padding-top: 0; }
    .clock span { display: inline; margin-left: 6px; }
    .grid { grid-template-columns: 1fr; }
  }

  /* ---- print: one page ---- */
  @page { size: letter portrait; margin: 0.45in; }
  @media print {
    :root {
      --ink: #000; --ink-soft: #2a2a2a; --ink-faint: #555;
      --rule: #999; --rule-soft: #ccc; --bg: #fff; --panel: #f2f2f2;
      --accent: #000; --accent-soft: #f0f0f0;
      --warn-bg: #f7f7f7; --warn-rule: #999;
    }
    body { font-size: 9.6pt; line-height: 1.32; }
    .sheet { max-width: none; margin: 0; padding: 0; }
    header { margin-bottom: 9px; padding-bottom: 6px; }
    h1 { font-size: 15pt; }
    .sub { font-size: 8.6pt; }
    .total { font-size: 7.6pt; }
    .prep { margin-bottom: 9px; padding: 7px 9px; break-inside: avoid; }
    .prep ol { font-size: 8.8pt; }
    .phase { padding: 7px 0; gap: 11px; grid-template-columns: 54px 1fr; break-inside: avoid; }
    .phase h3 { font-size: 10.4pt; margin-bottom: 2px; }
    .phase p { font-size: 9.2pt; margin-bottom: 3px; }
    .clock { font-size: 9.6pt; }
    .clock span { font-size: 7.2pt; }
    .say { padding: 4px 8px; margin: 4px 0; font-size: 9pt; border-left-width: 2px; }
    .say b { font-size: 7pt; }
    .gate { padding: 4px 8px; font-size: 8.8pt; margin-top: 4px; }
    ul.prompts { font-size: 9pt; }
    ul.prompts li { padding: 1px 0 1px 13px; }
    .trouble { margin-top: 10px; padding-top: 8px; break-inside: avoid; }
    .grid { gap: 5px 18px; }
    .fix { font-size: 8.6pt; line-height: 1.32; }
    footer { margin-top: 9px; padding-top: 6px; font-size: 7.6pt; }
  }
</style>

<div class=""sheet"">

  <header>
    <div>
      <h1>Monday Reading Protocol</h1>
      <p class=""sub"">One hard passage — 2–3 paragraphs, not a whole section.</p>
    </div>
    <div class=""total"">27 min</div>
  </header>

  <div class=""prep"">
    <h2>Before class · 15 min</h2>
    <ol>
      <li>Write, in one sentence, <b>the mechanism the passage explains</b>. If you can't, pick a different passage.</li>
      <li>Name its structure — most science text is a cause/effect chain or a process.</li>
      <li>Choose three self-explanation prompts from the list below.</li>
      <li>Decide the front-load: how will they get the idea <em>before</em> they read it?</li>
    </ol>
  </div>

  <div class=""phase"">
    <div class=""clock"">0–8<span>Book shut</span></div>
    <div>
      <h3>Front-load the knowledge</h3>
      <p>Give them the phenomenon in plain language — demo, board sketch, short video, or just talk. No textbook vocabulary; if you must use a term, define it concretely on the spot.</p>
      <div class=""say"">
        <b>Say something like</b>
        ""Here's what's going on. Water moves across the membrane toward wherever there's more dissolved stuff. That's it — that's the whole idea. Everything in the reading is a detail on top of that sentence.""
      </div>
      <div class=""gate"">
        <b>Gate:</b> cold-call two students with <em>""What's this about?""</em> If they can't answer, spend three more minutes here. <b>Do not open the book yet.</b>
      </div>
    </div>
  </div>

  <div class=""phase"">
    <div class=""clock"">8–10<span>Setup</span></div>
    <div>
      <h3>Name the structure out loud</h3>
      <p>Tell them the shape of the text and hand them a blank organizer that matches it.</p>
      <div class=""say"">
        <b>Say something like</b>
        ""This passage is a chain — each thing causes the next. Your job is to find the links. Draw four boxes with arrows between them.""
      </div>
      <p><b>Chain</b> → boxes + arrows &nbsp;·&nbsp; <b>Compare</b> → two columns &nbsp;·&nbsp; <b>Process</b> → numbered steps &nbsp;·&nbsp; <b>Claim/evidence</b> → claim box + bullets</p>
    </div>
  </div>

  <div class=""phase"">
    <div class=""clock"">10–22<span>Read</span></div>
    <div>
      <h3>Chunked read with written self-explanation</h3>
      <p>One paragraph at a time. Stop. One prompt, <b>in writing</b>, 60–90 seconds. Rotate prompts — never the same one twice. Take answers from two or three students between chunks. Correct mechanism errors; let awkward phrasing go.</p>
      <ul class=""prompts"">
        <li><em>""Say that in your own words. No textbook vocabulary allowed.""</em></li>
        <li><em>""Why does that happen? What's the actual mechanism?""</em></li>
        <li><em>""What would break if that step didn't happen?""</em></li>
        <li><em>""How does that connect to the demo?""</em></li>
      </ul>
    </div>
  </div>

  <div class=""phase"">
    <div class=""clock"">22–27<span>Close</span></div>
    <div>
      <h3>Closed-book retrieval, then repair</h3>
      <div class=""say"">
        <b>Say exactly this</b>
        ""Books shut. Two minutes — write everything you can about how this works."" … then: ""Open up. Different color pen. Mark what you missed and what you got wrong.""
      </div>
      <div class=""gate"">
        <b>The repair step is non-negotiable.</b> Retrieval without checking can entrench errors. Never skip it for time — cut a paragraph instead.
      </div>
    </div>
  </div>

  <div class=""trouble"">
    <h2>When it goes sideways</h2>
    <div class=""grid"">
      <div class=""fix""><b>They can't self-explain at all</b><span>Front-load was too thin. Next time double it and cut a paragraph from the reading.</span></div>
      <div class=""fix""><b>They write the textbook sentence back</b><span>The ""no textbook vocabulary"" rule isn't being enforced. Say it every single time.</span></div>
      <div class=""fix""><b>It took 40 minutes, not 25</b><span>Normal on the first run. Cut to one paragraph, not three. Timings tighten fast.</span></div>
      <div class=""fix""><b>The retrieval writing is blank</b><span>Don't panic or reteach on the spot. That's diagnostic information you didn't have before — that's the point.</span></div>
    </div>
  </div>

  <footer>
    <b>Rollout:</b> weeks 1–2, front-load only. Weeks 3–4, add retrieval + repair. Month 2, run the full protocol on one hard passage per unit. Front-loading done every time beats the full protocol done occasionally.<br>
    <b>Note:</b> timings are calibrated to a 50-minute period, not derived from research. The underlying moves — build knowledge first, generate rather than reread, retrieve with feedback — rest on well-replicated findings; the specific dosage does not.
  </footer>

</div>",5712.276,5712.28,tool_call,tool,Write,,,claude-opus-5,,ccc92135-d90e-4d40-96ec-b23902281773,code
Tool:Write,<tool_use_error>Error: No such tool available: Write. Write exists but is not enabled in this context. Use one of the available tools instead.</tool_use_error>,5712.28,5733.296,tool_result,tool,Write,,,,,4b088d9d-9f1b-4324-bb68-5f84b4f2c902,error
Claude,"I can't write files in this session, so I can't hand you a rendered HTML page — here's the one-pager as text instead. Paste it into Google Docs or Word, set margins to 0.5"", body text to 10pt, and it lands on a single page.

---

# MONDAY READING PROTOCOL — 27 min
**One hard passage — 2–3 paragraphs, not a whole section.**

---

### BEFORE CLASS (15 min)

1. Write, in one sentence, **the mechanism the passage explains.** If you can't, pick a different passage.
2. Name its structure — most science text is a cause/effect chain or a process.
3. Choose three self-explanation prompts from the list below.
4. Decide the front-load: how will they get the idea *before* they read it?

---

### 0–8 MIN — FRONT-LOAD THE KNOWLEDGE · *book shut*

Give them the phenomenon in plain language — demo, board sketch, short video, or just talk. No textbook vocabulary; if you must use a term, define it concretely on the spot.

> **Say something like:** ""Here's what's going on. Water moves across the membrane toward wherever there's more dissolved stuff. That's it — that's the whole idea. Everything in the reading is a detail on top of that sentence.""

⚠ **GATE:** Cold-call two students with *""What's this about?""* If they can't answer, spend three more minutes here. **Do not open the book yet.**

---

### 8–10 MIN — NAME THE STRUCTURE OUT LOUD

Tell them the shape of the text and hand them a blank organizer that matches.

> **Say something like:** ""This passage is a chain — each thing causes the next. Your job is to find the links. Draw four boxes with arrows between them.""

**Chain** → boxes + arrows · **Compare** → two columns · **Process** → numbered steps · **Claim/evidence** → claim box + bullets

---

### 10–22 MIN — CHUNKED READ + WRITTEN SELF-EXPLANATION

One paragraph at a time. Stop. One prompt, **in writing**, 60–90 seconds. Rotate prompts — never the same one twice. Take answers from two or three students between chunks. Correct mechanism errors; let awkward phrasing go.

- → *""Say that in your own words. No textbook vocabulary allowed.""*
- → *""Why does that happen? What's the actual mechanism?""*
- → *""What would break if that step didn't happen?""*
- → *""How does that connect to the demo?""*

---

### 22–27 MIN — CLOSED-BOOK RETRIEVAL, THEN REPAIR

> **Say exactly this:** ""Books shut. Two minutes — write everything you can about how this works.""
> …then: ""Open up. Different color pen. Mark what you missed and what you got wrong.""

⚠ **The repair step is non-negotiable.** Retrieval without checking can entrench errors. Never skip it for time — cut a paragraph instead.

---

### WHEN IT GOES SIDEWAYS

| | |
|---|---|
| **They can't self-explain at all** — Front-load was too thin. Next time double it and cut a paragraph. | **They write the textbook sentence back** — The ""no textbook vocabulary"" rule isn't being enforced. Say it every single time. |
| **It took 40 min, not 25** — Normal on the first run. Cut to one paragraph, not three. Timings tighten fast. | **The retrieval writing is blank** — Don't panic or reteach on the spot. That's diagnostic information you didn't have. That's the point. |

---

**ROLLOUT:** Weeks 1–2, front-load only. Weeks 3–4, add retrieval + repair. Month 2, full protocol on one hard passage per unit. Front-loading done every time beats the full protocol done occasionally.

**NOTE ON CONFIDENCE:** Timings are calibrated to a 50-minute period, not derived from research. The underlying moves — build knowledge first, generate rather than reread, retrieve with feedback — rest on well-replicated findings. The specific dosage does not.

---

Two formatting notes for the paste: the troubleshooting table will look better if you convert it to a 2×2 text box grid, and the ⚠ markers can just be bold if the symbol doesn't render cleanly in your font.

Send me the unit and passage and I'll fill in the real front-load script, the matching organizer, and three prompts written against your actual text.",5733.296,5734.296,message,assistant,,,,claude-opus-5,1731,4e5435b6-30af-41fa-bbd4-baa03eda8f2a,text
